company_name,city,state,pin_code,company_type,contact_number,company_website
 3M India Ltd  ,Bangalore,Karnataka,560001, India's Top 500, (080) 66595759,"<a href=""http://www.3m.com""  target=""_blank"">www.3m.com</a>"
 A B Industries  ,Bareja,Gujarat,382435, SMEs, (02718) 245886  8000937084,"<a href=""http://www.abindustries.co.in""  target=""_blank"">www.abindustries.co.in</a>"
 A B Motors Pvt Ltd ( Bhagat Volvo Cars )  ,Ludhiana,Punjab,141003, Industry Top, (0161) 3075506,"<a href=""http://www.bhagatgroup.com""  target=""_blank"">www.bhagatgroup.com</a>"
 A Nataraza Agency  ,Attur,TamilNadu,636102, Industry Top, (04282) 9443943229 240316,Website Not Found
 A Raymond Fasteners India Pvt Ltd  ,Rajgurunagar,Maharashtra,410501, MNC, (02135) 676200,"<a href=""http://www.araymond-automotive.com""  target=""_blank"">www.araymond-automotive.com</a>"
 A V Motors  ,Secunderabad,AndhraPradesh,500003, SMEs, (040) 9505516655,"<a href=""http://www.avmotors.co.in""  target=""_blank"">www.avmotors.co.in</a>"
" A V Motors, Hyderabad  ",Hyderabad,Telangana,500018, Industry Top, (040) 23808283  23808284,"<a href=""http://www.avmotors.Co.In""  target=""_blank"">www.avmotors.Co.In</a>"
 A.G. Industries Pvt Ltd  ,Gurgaon,Haryana,122015, Industry Top, (0124) 4604701  4604700,"<a href=""http://www.agindus.com""  target=""_blank"">www.agindus.com</a>"
 A.R.Moulds & Dies India Pvt Ltd  ,Coimbatore,TamilNadu,641015, SMEs, (0422) 2532815  9894632815,"<a href=""http://www.armoulds.com""  target=""_blank"">www.armoulds.com</a>"
 AA Autotech Pvt Ltd  ,Gurgaon,Haryana,122104, Industry Top, (0124) 4232028  4232029,"<a href=""http://www.aaautotech.co.in""  target=""_blank"">www.aaautotech.co.in</a>"
 AAA Vehicleades Pvt Ltd  ,NewDelhi,Delhi,110017, Industry Top, (011) 46664000,"<a href=""http://www.vehicleades.com""  target=""_blank"">www.vehicleades.com</a>"
 Aaaron Fiat  ,Kolhapur,Maharashtra,416215, Industry Top, (0231) 9766285858,"<a href=""http://www.aaronfiat.com""  target=""_blank"">www.aaronfiat.com</a>"
 Aadhi Cars Pvt Ltd  ,Coimbatore,TamilNadu,641035, Industry Top, (0422) 4000600,"<a href=""http://www.aadhimaruti.com""  target=""_blank"">www.aadhimaruti.com</a>"
 Aadhira CNC Product Pvt Ltd  ,Coimbatore,TamilNadu,641035, SMEs, (0422) 2367700  2367777,"<a href=""http://www.aadhira.com""  target=""_blank"">www.aadhira.com</a>"
 Aadit Auto Co. Pvt Ltd ( Capital Honda )  ,Chennai,TamilNadu,600027, Industry Top, (044) 43216000,"<a href=""http://www.capitalhonda.in""  target=""_blank"">www.capitalhonda.in</a>"
 Aadit Auto Company Pvt Ltd  ,Thanjavur,TamilNadu,613007, Industry Top, (04362) 256000  9244994000,Website Not Found
" Aadit Auto Company Pvt Ltd(Capital Honda), Trichy  ",Trichy,TamilNadu,602010, Industry Top, (0431) 2200490  2200491,Website Not Found
 Aadya Fiat  ,Bangalore,Karnataka,560045, Industry Top, (080) 43250000  9900045152,"<a href=""http://www.aadya.co.in""  target=""_blank"">www.aadya.co.in</a>"
 Aadya Motors  ,Bangalore,Karnataka,560045, SMEs, (080) 9480839039,"<a href=""http://www.aadya.co.in""  target=""_blank"">www.aadya.co.in</a>"
 Aadyam Automobiles Pvt Ltd  ,Aurangabad,Maharashtra,431003, Industry Top, (0240) 6606666,"<a href=""http://www.aadyamauto.com""  target=""_blank"">www.aadyamauto.com</a>"
 Aakar Bajaj  ,Vapi,Gujarat,396195, SMEs, (0260) 2427613,Website Not Found
 Aakash Auto Pvt Ltd  ,Puducherry(Pondicherry),TamilNadu,605004, SMEs, (0413) 2204400  9842936633,"<a href=""http://www.aakashauto.in""  target=""_blank"">www.aakashauto.in</a>"
 Aalo Two Wheelers  ,Kolkata,WestBengal,741123, Industry Top, (033) 9749231199,Website Not Found
 Aan Automobiles  ,Rajkot,Gujarat,360003, Industry Top, (0281) 9824490900,Website Not Found
 Aaradhaya Automobiles  ,Kangra,HimachalPradesh,176001, SMEs, (01892) 9218493197,Website Not Found
 Aaradhya Auto Pvt Ltd  ,Nashik,Maharashtra,422101, SMEs, (0253) 2417001,Website Not Found
 Aarna Lube Pvt Ltd  ,Bassein,Maharashtra,410208, SMEs, (0250) 6591031  6591035,"<a href=""http://www.aarnalube.com""  target=""_blank"">www.aarnalube.com</a>"
 Aaron Helmets Pvt Ltd  ,NewDelhi,Delhi,110078, Industry Top, (011) 9810727658,Website Not Found
 Aaron Wheels Llp  ,Kolhapur,Maharashtra,416008, SMEs, (0231) 2660785  9766285858,Website Not Found
 Aarson Motors  ,Raipur,Chattisgarh,492001, Industry Top, (0771) 4210666,"<a href=""http://www.aarsonhero.com""  target=""_blank"">www.aarsonhero.com</a>"
 Aashiya Superbikes  ,Jodhpur,Rajasthan,342003, SMEs, (0291) 9829027639  9314148887,Website Not Found
 Aastha Autotech Pvt Ltd  ,Ludhiana,Punjab,141010, SMEs, (0161) 9653681284,"<a href=""http://www.aasthaautotech.com""  target=""_blank"">www.aasthaautotech.com</a>"
 Aban Exim Pvt Ltd  ,NewDelhi,Delhi,110065, SMEs, (011) 41326444,Website Not Found
 AB Motors Pvt Ltd  ,Mohali,Chandigarh,160002, Industry Top, (0172) 3075555  3075509,Website Not Found
 ABC Bearings Ltd  ,Bharuch,Gujarat,392015, Industry Top, (02642) 248223,"<a href=""http://www.abcbearings.com""  target=""_blank"">www.abcbearings.com</a>"
 ABC Railroad Products Pvt Ltd  ,Lucknow,UttarPradesh,226024, SMEs, (0522) 2329716  9453570000,"<a href=""http://www.abcrailroad.com""  target=""_blank"">www.abcrailroad.com</a>"
 Abharan Motors Pvt Ltd  ,Udupi,Karnataka,576103, Industry Top, (0820) 6454222,"<a href=""http://www.abharanmotors.com""  target=""_blank"">www.abharanmotors.com</a>"
 Abhijit Auto Agency India Pvt Ltd  ,Guwahati,Assam,781034, Industry Top, (0361) 9854019985  9854055089,"<a href=""http://www.abhijitauto.com""  target=""_blank"">www.abhijitauto.com</a>"
 Abhikaran Honda  ,Bhopal,MadhyaPradesh,462011, Industry Top, (0755) 4265644  9893060888,Website Not Found
 Abhishek Motors Pvt Ltd  ,Guwahati,Assam,781014, SMEs, (0361) 2673796,Website Not Found
 Abi & Abi Motors  ,Thanjavur,TamilNadu,613007, Industry Top, (04362) 241505  244505,Website Not Found
 Abilities India Pistons & Rings Ltd  ,Ghaziabad,UttarPradesh,201006, Industry Top, (0120) 4623761  2627597,"<a href=""http://www.aippistons.com""  target=""_blank"">www.aippistons.com</a>"
 ABJ Bajaj  ,Godda,Jharkhand,814133, Industry Top, (06422) 7766914150  220130,Website Not Found
 Able Scoobikes LLP  ,Palakkad,Kerala,678001, SMEs, (0491) 8547641851,Website Not Found
 ABRA Motors Pvt Ltd (Volkswagen)  ,Chennai,TamilNadu,600035, Industry Top, (044) 39151000,"<a href=""http://www.volkswagenchennai.com""  target=""_blank"">www.volkswagenchennai.com</a>"
" ABS Fiat, Jaipur  ",Jaipur,Rajasthan,302012, SMEs, (0141) 8875080888,"<a href=""http://www.fiat-india.com""  target=""_blank"">www.fiat-india.com</a>"
" ABS Fiat, Jhunjhunu  ",Jhunjhunu,Rajasthan,333001, Industry Top, (01594) 8875008156,Website Not Found
" ABS Fiat, Sikar  ",Sikar,Rajasthan,303321, SMEs, (01572) 8875008151,Website Not Found
 Absolute Suzuki  ,Panipat,Haryana,132104, Industry Top, (0180) 2666022 8222800930,Website Not Found
 ABT Ltd  ,Chennai,TamilNadu,600032, Industry Top, (044) 42254555,"<a href=""http://abtlimited.com""  target=""_blank"">abtlimited.com</a>"
 ABT Ltd(Maruti)  ,Chennai,TamilNadu,600058, Industry Top, (044) 42281717  42281700,Website Not Found
" ABT Ltd, Guindy  ",Chennai,TamilNadu,600032, Industry Top, (044) 42254555  42254538,Website Not Found
 ABT Maruti(A Division Of ABT Ltd)  ,Coimbatore,TamilNadu,641018, Industry Top, (0422) 4333666,"<a href=""http://www.abtlimited.com""  target=""_blank"">www.abtlimited.com</a>"
 ABT Two Wheeler Pvt Ltd  ,Chennai,TamilNadu,600034, SMEs, (044) 43150009  43150010,Website Not Found
 Accurate Auto Comps  ,Chakan,Maharashtra,410501, SMEs, (02135) 610413   610409,"<a href=""http://accurategroup.co.in""  target=""_blank"">accurategroup.co.in</a>"
 Accura Valves Pvt Ltd  ,Mumbai,Maharashtra,400606, Industry Top, (022) 21731314  21731315,"<a href=""http://www.accuravalves.com""  target=""_blank"">www.accuravalves.com</a>"
 Accurate Products Corporation Pvt Ltd  ,Chennai,TamilNadu,600042, Industry Top, (044) 42906100  42906156,"<a href=""http://www.accurateproducts.com""  target=""_blank"">www.accurateproducts.com</a>"
 Ace Kudale Car Pvt Ltd  ,Pune,Maharashtra,411033, Industry Top, (020) 30456456,"<a href=""http://www.acekudalecar.com""  target=""_blank"">www.acekudalecar.com</a>"
 Ace Motors Pvt Ltd  ,Kozhikode,Kerala,673002, Industry Top, (0495) 9847497858,"<a href=""http://www.acegroup.in""  target=""_blank"">www.acegroup.in</a>"
" ACE Motors Pvt Ltd,Thirur  ",Tirur,Kerala,676107, Industry Top, (0494) 2423169  9847009444,Website Not Found
" Ace Perkins, Pune  ",Pune,Maharashtra,412207, Industry Top, (020) 67312345,"<a href=""http://www.aceperkins.jaguar.in""  target=""_blank"">www.aceperkins.jaguar.in</a>"
 Acer Motors  ,Secunderabad,AndhraPradesh,500015, Industry Top, (040) 44554747  9959831212,"<a href=""http://www.acermotors.com""  target=""_blank"">www.acermotors.com</a>"
 ACEY Engineering Pvt Ltd  ,Billimora,Gujarat,396325, Industry Top, (02634) 8306320299,"<a href=""http://www.aceyindia.com""  target=""_blank"">www.aceyindia.com</a>"
 Acriolis India Motors Pvt Ltd  ,Aligarh,UttarPradesh,202001, SMEs, (0571) 9899849337,"<a href=""http://www.acriolisindiamotors.com""  target=""_blank"">www.acriolisindiamotors.com</a>"
 Action Automotives Pvt Ltd  ,Noida,UttarPradesh,201301, Industry Top, (0120) 4700000  8527995500,Website Not Found
 Adajan Kawasaki  ,Surat,Gujarat,395009, Industry Top, (0261) 2784088  2784077,Website Not Found
 Adarsh Rent A Car Pvt Ltd  ,Mumbai,Maharashtra,400006, SMEs, (022) 23683777,Website Not Found
 Adinath Motors  ,Sagar,MadhyaPradesh,470002, SMEs, (07582) 223491,Website Not Found
 Adit Raj Auto Pvt Ltd  ,Gurgaon,Haryana,122001, SMEs, (0124) 4265588  09212124004,Website Not Found
 Adithya Auto Sales  ,Palakkad,Kerala,678001, Industry Top, (0491) 2522766  2522385,Website Not Found
" Aditi Honda, Hospet  ",Hospet,Karnataka,583203, Industry Top, (08394) 9343454118,Website Not Found
 Aditragh Industries  ,Ludhiana,Punjab,141010, SMEs, (0161) 5084197  4633197,"<a href=""http://www.aditraghindustries.co.in""  target=""_blank"">www.aditraghindustries.co.in</a>"
 Aditya Auto Agencies  ,Nagpur,Maharashtra,440012, Industry Top, (0712) 2431794,Website Not Found
 Aditya Auto Products & Engineering (India) Pvt Ltd  ,Bangalore,Karnataka,561203, Industry Top, (080) 22637000,"<a href=""http://www.adityaauto.com""  target=""_blank"">www.adityaauto.com</a>"
 Aditya Automobile Spares Pvt Ltd  ,Coimbatore,TamilNadu,641012, Industry Top, (0422) 4322777,Website Not Found
 Aditya Car Automotive Pvt Ltd  ,Bhubaneswar,Orissa,752101, SMEs, (0674) 7112222 7873999819,Website Not Found
" Aditya Enterprises, Arrah  ",Arrah,Bihar,802301, Industry Top, (06182) 234156  8271137759,Website Not Found
 Aditya Honda  ,Jalgaon,Maharashtra,425001, Industry Top, (0257) 2210508,Website Not Found
 Aditya Hyundai (Aditya Car Care Pvt Ltd)  ,Bhubaneswar,Orissa,752054, SMEs, (0674) 6602222,"<a href=""http://www.adityahyundai.com""  target=""_blank"">www.adityahyundai.com</a>"
 Aditya Motors  ,Baripada,Orissa,757001, Industry Top, (06792) 256043  258343,Website Not Found
 Aditya Motors ( Aditya Car Automotives Pvt Ltd )  ,Cuttak,Orissa,754001, Industry Top, (0671) 2356123  7873999888,"<a href=""http://www.adityamotors.com""  target=""_blank"">www.adityamotors.com</a>"
 Admach Auto India Ltd  ,Faridabad,Haryana,121004, SMEs, (0129) 4182800,"<a href=""http://www.admachauto.com""  target=""_blank"">www.admachauto.com</a>"
 Adroit Industries India Ltd  ,Indore,MadhyaPradesh,452018, Industry Top, (0731) 9098706668,"<a href=""http://www.adroitindustries.com""  target=""_blank"">www.adroitindustries.com</a>"
 Advaith Automation Pvt Ltd(Advaith Automation)  ,Bangalore,Karnataka,560004, Industry Top, (080) 26763795  9845059590,"<a href=""http://www.suzukimotorcycle.co.in""  target=""_blank"">www.suzukimotorcycle.co.in</a>"
" Advaith Hyundai, Belthangadi  ",Belthangady,Karnataka,574214, Industry Top, (08256) 233800,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
" Advaith Hyundai, BG Road  ",Bangalore,Karnataka,560076, Industry Top, (080) 22966201  22966203,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
" Advaith Hyundai, Gonikoppal  ",Coorg,Karnataka,571213, Industry Top, (08274) 279279,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
" Advaith Hyundai, Hassan  ",Hassan,Karnataka,573201, SMEs, (08172) 257258  257259,Website Not Found
" Advaith Hyundai, Mangalore  ",Mangalore,Karnataka,575006, SMEs, (0824) 4243666,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
" Advaith Hyundai, Mysore - JLB  ",Mysore,Karnataka,570004, Industry Top, (0821) 4286600  4286601,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
" Advaith Hyundai, Outer Ring Road  ",Bangalore,Karnataka,560037, Industry Top, (080) 25639053  25639056,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
" Advaith Hyundai, Ramanagar  ",Bangalore,Karnataka,562159, SMEs, (080) 9902099954,Website Not Found
" Advaith Hyundai, Residency Road  ",Bangalore,Karnataka,560025, Industry Top, (080) 22976101  22976105,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
" Advaith Hyundai, Vasanth Nagar  ",Bangalore,Karnataka,560025, Industry Top, (080) 22976187,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
" Advaith Hyundai,Mysore  ",Mysore,Karnataka,570016, Industry Top, (0821) 4261901  4261902,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
 Advaith Motors Pvt. Ltd  ,Bangalore,Karnataka,560025, Industry Top, (080) 22976101  22976102,"<a href=""http://www.advaithhyundai.com""  target=""_blank"">www.advaithhyundai.com</a>"
 Advance Agro International  ,GreaterNoida,UttarPradesh,201308, SMEs, (0120) 2560130  9313103071,"<a href=""http://www.advanceagrointl.co.in""  target=""_blank"">www.advanceagrointl.co.in</a>"
 Advance Valves Global Pvt Ltd  ,Noida,UttarPradesh,201305, Industry Top, (0120) 4796900,"<a href=""http://www.advancevalves.com""  target=""_blank"">www.advancevalves.com</a>"
 Adyar Motors Pvt Ltd  ,Chennai,TamilNadu,600020, Industry Top, (044) 42115588 9940116969,Website Not Found
 Aerolex Motors Pvt Ltd  ,Bangalore,Karnataka,560027, Industry Top, (080) 40114300,Website Not Found
 Agam Automobiles  ,Palghar,Maharashtra,401404, SMEs, (02525) 8698209363,Website Not Found
 Agarwal Auto Sales  ,Sitapur,UttarPradesh,261001, Industry Top, (05862) 248866 9415047452,Website Not Found
 Agarwal Motor Co  ,Ajmer,Rajasthan,305001, Industry Top, (0145) 2627805  2627905,Website Not Found
 Agarwal Rubber Ltd  ,Medak,Telangana,502320, Industry Top, (08455) 242136  285994,"<a href=""http://www.agarwalrubber.net""  target=""_blank"">www.agarwalrubber.net</a>"
 Aglow Engineers Pvt Ltd  ,Noida,UttarPradesh,201301, SMEs, (0120) 9811431001,"<a href=""http://www.aglowengineers.com""  target=""_blank"">www.aglowengineers.com</a>"
" AGR Automobiles Pvt Ltd , Mahmoorganj  ",Varanasi,UttarPradesh,221010, Industry Top, (0542) 2360436  9889803344,Website Not Found
 Ajit Automobiles  ,Ellenabad,Haryana,125102, Industry Top, (01698) 223223  9896400018,Website Not Found
 Alaska Exports  ,GreaterNoida,UttarPradesh,201310, SMEs, (0120) 2428700,"<a href=""http://www.alaskaexportsindia.com""  target=""_blank"">www.alaskaexportsindia.com</a>"
 Amar Auto  ,Silvassa,Dadra&NagarHavelli,396230, SMEs, (0260) 9879521762,Website Not Found
 Ample Auto Tech Pvt Ltd(Atek World)  ,Gurgaon,Haryana,122001, Industry Top, (0124) 2290055  2290066,"<a href=""http://www.atekworld.com""  target=""_blank"">www.atekworld.com</a>"
 Anand Automobiles  ,Kancheepuram,TamilNadu,631502, Industry Top, (044) 27226980  27226990,Website Not Found
 Anmol Auto Electricals  ,Faridabad,Haryana,121001, SMEs, (0129) 4025003  4025004,"<a href=""http://www.anmolauto.com""  target=""_blank"">www.anmolauto.com</a>"
 Apls Automotive Industries Pvt Ltd  ,Faridabad,Haryana,121004, SMEs, (0129) 4158063,"<a href=""http://www.aplsclutch.com""  target=""_blank"">www.aplsclutch.com</a>"
" Artemis Cars , Chennai  ",Chennai,TamilNadu,600018, SMEs, (044) 43407900,Website Not Found
 Ashiana Hyundai  ,Patna,Bihar,800003, Industry Top, (0612) 9905053434,"<a href=""http://www.ashiana.in""  target=""_blank"">www.ashiana.in</a>"
" Aspa Bandsons, Amravati  ",Amravati,Maharashtra,446605, Industry Top, (0721) 2510475,"<a href=""http://www.aspabandsons.com""  target=""_blank"">www.aspabandsons.com</a>"
 Audi Chennai  ,Chennai,TamilNadu,600035, Industry Top, (044) 45600456,"<a href=""http://www.audi-chennai.com""  target=""_blank"">www.audi-chennai.com</a>"
 Audi Nagpur  ,Nagpur,Maharashtra,440028, SMEs, (0712) 7350037777,"<a href=""http://www.audinagpur.com""  target=""_blank"">www.audinagpur.com</a>"
 Auto Deals  ,Narnaul,Haryana,123001, SMEs, (01282) 253675 256876,Website Not Found
 Auto Tools Pvt Ltd  ,Gurgaon,Haryana,122003, Industry Top, (0124) 4033388,"<a href=""http://www.autotoolsltd.com""  target=""_blank"">www.autotoolsltd.com</a>"
 Automark  ,Gurgaon,Haryana,122001, SMEs, (0124) 9899252000 9953692020,Website Not Found
 Autonix Auto Industries Pvt Ltd  ,Noida,UttarPradesh,201305, SMEs, (0120) 4218575  4218576,"<a href=""http://www.autonixledlights.com""  target=""_blank"">www.autonixledlights.com</a>"
 AVS Motors  ,Chittorgarh,Rajasthan,312001, Industry Top, (01472) 9649424555  248889,Website Not Found
 Badve Helmets India Pvt Ltd ,Pune,Maharashtra,431136, SMEs, (020) 7774024891,"<a href=""http://www.badvegroup.com""  target=""_blank"">www.badvegroup.com</a>"
 Bajrang Engineering Works  ,Gurgaon,Haryana,122050, SMEs, (0124) 4027655,"<a href=""http://www.bajranggears.com""  target=""_blank"">www.bajranggears.com</a>"
 Banerjee Tyres  ,Durgapur,WestBengal,713213, SMEs, (0343) 2582724,"<a href=""http://www.banerjeegroup.co.in""  target=""_blank"">www.banerjeegroup.co.in</a>"
 Baynee Industries (Baynee Group)  ,Kolkata,WestBengal,700071, SMEs, (033) 22888888,"<a href=""http://www.baynee.com""  target=""_blank"">www.baynee.com</a>"
" Bentley Cars, New Delhi  ",NewDelhi,Delhi,110021, SMEs, (011) 24121717,"<a href=""http://www.newdelhi.bentleymotors.com""  target=""_blank"">www.newdelhi.bentleymotors.com</a>"
 Bhandari Auto Agency  ,Pune,Maharashtra,411005, SMEs, (020) 25533427  25510946,"<a href=""http://www.bhandari-auto.com""  target=""_blank"">www.bhandari-auto.com</a>"
 Bhaskara Automation  ,Mehsana,Gujarat,384001, SMEs, (02762) 9925001407,Website Not Found
 Bimal Auto Agency India Pvt Ltd (Maruti)  ,Bangalore,Karnataka,560048, Industry Top, (080) 30693069,"<a href=""http://www.bimalmaruti.com""  target=""_blank"">www.bimalmaruti.com</a>"
 Bombay Industries  ,NewDelhi,Delhi,110033, SMEs, (011) 47086582  9313758282,"<a href=""http://www.bombayindustries.com""  target=""_blank"">www.bombayindustries.com</a>"
 BRD Group Of Companies  ,Kunnamkulam,Kerala,680503, Industry Top, (04885) 228556  228557,"<a href=""http://www.brdgroup.net""  target=""_blank"">www.brdgroup.net</a>"
 Butta Automotive.  ,Hyderabad,Telangana,500003, Industry Top, (040) 65523767  49149736,"<a href=""http://www.Buttagroup.Com""  target=""_blank"">www.Buttagroup.Com</a>"
 Car Menders  ,Mumbai,Maharashtra,410206, Industry Top, (022) 65640525,"<a href=""http://www.carmender.com""  target=""_blank"">www.carmender.com</a>"
 CarZ  ,Hyderabad,Telangana,500081, Industry Top, (040) 23606162,"<a href=""http://www.carzcare.com""  target=""_blank"">www.carzcare.com</a>"
 Chadha Auto Agencies  ,Hubli,Karnataka,580029, Industry Top, (0836) 2351619,Website Not Found
 Chaphekar Engineering Pvt Ltd  ,Pune,Maharashtra,412108, SMEs, (020) 66524877  66524878,"<a href=""http://www.chaphekarengg.com""  target=""_blank"">www.chaphekarengg.com</a>"
 Chithira Suzuki  ,Kollam,Kerala,691020, SMEs, (0474) 2724788  2725788,Website Not Found
 Climax Overseas Pvt Ltd  ,Gurgaon,Haryana,122001, Industry Top, (0124) 4557700,"<a href=""http://www.climaxoverseas.com""  target=""_blank"">www.climaxoverseas.com</a>"
 Concorde Motors India Ltd  ,Bangalore,Karnataka,560029, Industry Top, (080) 66678200  66678170,"<a href=""http://www.concordemotors.com""  target=""_blank"">www.concordemotors.com</a>"
 CPL Motors Pvt Ltd  ,Pathankot,Punjab,145001, SMEs, (0186) 2347330,Website Not Found
" Dada Motors, Mohali  ",Chandigarh,Chandigarh,160015, SMEs, (0172) 4664667,Website Not Found
 Dashmeet Suzuki  ,Rajandgaon,Chattisgarh,491441, SMEs, (07744) 9425568700,Website Not Found
 Deepak Industries Ltd  ,Kolkata,WestBengal,700001, Industry Top, (033) 22482391  22482392,"<a href=""http://www.dil-india.com""  target=""_blank"">www.dil-india.com</a>"
 Deutsche Motoren Pvt Ltd West Delhi  ,NewDelhi,Delhi,110044, Industry Top, (011) 47260000,Website Not Found
 Dhru Agencies  ,Bardoli,Gujarat,394601, SMEs, (02622) 225441  220441,Website Not Found
 Dobro Toyota  ,Hyderabad,Telangana,500029, SMEs, (040) 40404050  9849001414,Website Not Found
" DSK Benelli, Pune  ",Pune,Maharashtra,411005, SMEs, (020) 7030955220  7030955212,"<a href=""http://www.dskbenelli.com""  target=""_blank"">www.dskbenelli.com</a>"
 Dutta Motors  ,Bankura,WestBengal,722101, Industry Top, (03242) 250524,Website Not Found
 Ebony Automobiles Pvt Ltd  ,Bangalore,Karnataka,560032, Industry Top, (080) 9480839002,Website Not Found
 Em Pee Motors Ltd  ,Panchkula,Haryana,134113, SMEs, (0172) 8288070442,Website Not Found
 Ero Tech Auto Gas  ,Bangalore,Karnataka,560008, SMEs, (080) 23546408,"<a href=""http://www.erotechsolution.in""  target=""_blank"">www.erotechsolution.in</a>"
 EVM Motors & Vehicles India Pvt Ltd (Volkswagen)  ,Kochi,Kerala,682304, Industry Top, (0484) 4040404,"<a href=""http://www.evmvolkswagen.com""  target=""_blank"">www.evmvolkswagen.com</a>"
 Fairdeal Bajaj  ,NewDelhi,Delhi,110092, Industry Top, (011) 22476280  9818334029,Website Not Found
 Fine Forge Ltd  ,Hyderabad,Telangana,502032, SMEs, (040) 23021412 23021045,"<a href=""http://www.fineforge.com""  target=""_blank"">www.fineforge.com</a>"
